timestamp,turn,nation,decision,rule_used,low_fuel_ratio,game_phase,total_units,commanders_count,reasoning,context
2025-08-22T21:11:34.838063,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.06,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
2025-08-22T21:11:34.845332,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.12,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
2025-08-22T21:11:34.853651,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.18,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
2025-08-22T21:11:34.859660,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.24,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
2025-08-22T21:11:34.870763,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.3,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
2025-08-22T21:11:34.879709,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.36,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
2025-08-22T21:11:34.882177,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.42,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
2025-08-22T21:11:34.882177,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.48,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
2025-08-22T21:11:34.896117,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.5399999999999999,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
2025-08-22T21:11:34.896117,<Mock name='mock.turn_number' id='1350231394304'>,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.6,200,10,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 200, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""WYGRYWAMY""}"
