timestamp,turn,nation,decision,rule_used,low_fuel_ratio,game_phase,total_units,commanders_count,reasoning,context
2025-08-24T22:01:03.051766,,Niemcy,COMBO,strategic_combo_ROZWÓJ,0.0,0.1,26,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:03.255982,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.0,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:04.043205,,Niemcy,COMBO,strategic_combo_ROZWÓJ,0.15384615384615385,0.1,26,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.15384615384615385, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:04.074016,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.15384615384615385,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.15384615384615385, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:05.331803,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.6153846153846154,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.6153846153846154, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:05.349514,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.6153846153846154,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.6153846153846154, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:07.227601,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.6923076923076923,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.6923076923076923, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:07.242151,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.6923076923076923,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.6923076923076923, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:10.954484,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:10.983146,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:12.933936,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:12.948795,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:14.816649,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:14.833575,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:16.753530,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:16.763505,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:18.710723,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:18.737827,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
