timestamp,turn,nation,decision,rule_used,low_fuel_ratio,game_phase,total_units,commanders_count,reasoning,context
2025-08-26T19:08:41.324072,,Polska,PURCHASE,strategic_purchase_ROZWÓJ,0.0,0.1,25,2,Strategia ROZWÓJ – standardowe zakupy | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:41.627391,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.0,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:44.342301,,Polska,PURCHASE,strategic_purchase_ROZWÓJ,0.04,0.1,25,2,Strategia ROZWÓJ – standardowe zakupy | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.04, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:44.373828,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.04,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.04, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:46.164258,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.56,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.56, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:46.179314,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.56,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.56, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:46.831345,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.52,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.52, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:46.846281,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.52,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.52, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:48.048593,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.44,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.44, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:48.062857,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.44,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.44, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:48.716808,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.44,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.44, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:48.730136,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.44,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.44, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:49.144363,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.2,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:49.156207,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.2,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:49.600140,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.2,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:49.614519,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.2,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:50.403725,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.12,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.12, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-26T19:08:50.418425,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.12,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.12, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
