timestamp,turn,nation,decision,rule_used,low_fuel_ratio,game_phase,total_units,commanders_count,reasoning,context
2025-08-24T22:01:02.688158,,Polska,HOLD,econ<MIN_BUY,0.0,0.1,25,2,Za mało punktów – oszczędzam | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:02.722070,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.0,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:03.546059,,Polska,COMBO,strategic_combo_ROZWÓJ,0.12,0.1,25,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.12, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:03.579118,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.12,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.12, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:04.576454,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.72,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.72, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:04.592307,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.72,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.72, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:06.163781,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.76,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:06.182090,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.76,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:08.651457,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.76,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:08.833377,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.76,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T22:01:12.077283,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.76,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
