timestamp,turn,nation,decision,rule_used,low_fuel_ratio,game_phase,total_units,commanders_count,reasoning,context
2025-08-24T21:56:27.789973,,Polska,HOLD,econ<MIN_BUY,0.0,0.1,25,2,Za mało punktów – oszczędzam | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:27.820716,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.0,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:28.414672,,Polska,COMBO,strategic_combo_ROZWÓJ,0.12,0.1,25,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.12, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:28.629944,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.12,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.12, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:29.669983,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.72,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.72, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:29.686094,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.72,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.72, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:31.411008,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.76,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:31.423113,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.76,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:33.342148,,Polska,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.76,0.1,25,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:33.359777,1,Polska,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.76,0.1,25,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:56:35.079305,,Polska,COMBO,strategic_combo_KRYZYS_PALIWA,0.76,0.1,25,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 25, ""fuel_ratio"": 0.76, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
