timestamp,turn,nation,decision,rule_used,low_fuel_ratio,game_phase,total_units,commanders_count,reasoning,context
2025-08-24T21:58:52.758076,,Niemcy,HOLD,insufficient_budget,0.0,0.1,26,2,Niewystarczający budżet na żadną akcję | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:58:52.772332,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.0,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:58:53.576904,,Niemcy,COMBO,strategic_combo_ROZWÓJ,0.15384615384615385,0.1,26,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.15384615384615385, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:58:53.788115,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.15384615384615385,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.15384615384615385, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:58:55.011544,,Niemcy,COMBO,strategic_combo_KRYZYS_PALIWA,0.6153846153846154,0.1,26,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.6153846153846154, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:58:55.030945,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.6153846153846154,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.6153846153846154, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:58:56.771113,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.6923076923076923,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.6923076923076923, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:58:56.787931,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.6923076923076923,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.6923076923076923, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:58:58.720463,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:58:58.746940,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:59:01.002662,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:59:01.015452,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:59:02.852110,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:59:02.861978,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:59:04.888541,,Niemcy,ALLOCATE,strategic_allocate_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – focus na uzupełnienia | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:59:04.902828,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:59:06.862489,,Niemcy,COMBO,strategic_combo_KRYZYS_PALIWA,0.7692307692307693,0.1,26,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-08-24T21:59:06.875532,1,Niemcy,ORDERS_ISSUED_EXPANSION,phase_0.1_vp_0,0.7692307692307693,0.1,26,2,Issued SECURE_KEYPOINT orders to all commanders,"{""units"": 26, ""fuel_ratio"": 0.7692307692307693, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
