timestamp,turn,nation,decision,rule_used,low_fuel_ratio,game_phase,total_units,commanders_count,reasoning,context
2025-09-19T23:06:10.029932,,Niemcy,PURCHASE,strategic_purchase_ROZWÓJ,0.0,0.1,20,2,Strategia ROZWÓJ – standardowe zakupy | Faza: BUILD (rozbudowa armii),"{""units"": 20, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-19T23:06:17.928093,,Niemcy,COMBO,strategic_combo_ROZWÓJ,0.05,0.1,20,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 20, ""fuel_ratio"": 0.05, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-19T23:06:27.195555,,Niemcy,COMBO,strategic_combo_KRYZYS_PALIWA,0.45,0.1,20,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 20, ""fuel_ratio"": 0.45, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-19T23:06:34.978933,,Niemcy,COMBO,strategic_combo_ROZWÓJ,0.0,0.1,19,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-19T23:06:45.220156,,Niemcy,COMBO,strategic_combo_KRYZYS_PALIWA,0.6842105263157895,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.6842105263157895, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-19T23:06:55.965501,,Niemcy,COMBO,strategic_combo_KRYZYS_PALIWA,0.8947368421052632,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.8947368421052632, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-19T23:07:08.062816,,Niemcy,COMBO,strategic_combo_KRYZYS_PALIWA,0.7368421052631579,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.7368421052631579, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-19T23:07:25.846536,,Niemcy,COMBO,strategic_combo_KRYZYS_PALIWA,0.8421052631578947,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.8421052631578947, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-19T23:07:38.605747,,Niemcy,COMBO,strategic_combo_KRYZYS_PALIWA,0.7894736842105263,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.7894736842105263, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-19T23:08:38.330298,,Niemcy,COMBO,strategic_combo_KRYZYS_PALIWA,0.7368421052631579,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.7368421052631579, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
