timestamp,nation,action,econ_before,econ_after,allocated_total,units_bought,rule,metrics_json
2025-08-25T23:14:11,Polska,COMBO,77,41,18,1,strategic_combo_ROZWÓJ,"{""econ"": 77, ""own_units"": 25, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 30, ""purchase_budget"": 30}"
2025-08-25T23:14:12,Niemcy,COMBO,98,59,23,1,strategic_combo_ROZWÓJ,"{""econ"": 98, ""own_units"": 26, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 39, ""purchase_budget"": 39}"
2025-08-25T23:14:12,Polska,COMBO,63,33,15,1,strategic_combo_ROZWÓJ,"{""econ"": 63, ""own_units"": 25, ""low_fuel_ratio"": 0.04, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 25, ""purchase_budget"": 25}"
2025-08-25T23:14:13,Niemcy,COMBO,90,53,21,1,strategic_combo_ROZWÓJ,"{""econ"": 90, ""own_units"": 26, ""low_fuel_ratio"": 0.154, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 36, ""purchase_budget"": 36}"
2025-08-25T23:14:13,Polska,COMBO,143,83,60,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 143, ""own_units"": 25, ""low_fuel_ratio"": 0.52, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 100, ""purchase_budget"": 21}"
2025-08-25T23:14:14,Niemcy,COMBO,134,79,55,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 134, ""own_units"": 26, ""low_fuel_ratio"": 0.615, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 93, ""purchase_budget"": 20}"
2025-08-25T23:14:15,Polska,COMBO,191,96,79,1,strategic_combo_KRYZYS_PALIWA,"{""econ"": 191, ""own_units"": 25, ""low_fuel_ratio"": 0.72, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 133, ""purchase_budget"": 28}"
2025-08-25T23:14:16,Niemcy,ALLOCATE,109,44,65,0,strategic_allocate_KRYZYS_PALIWA,"{""econ"": 109, ""own_units"": 26, ""low_fuel_ratio"": 0.692, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_allocate_KRYZYS_PALIWA"", ""allocation_weights"": {""raw"": {""5"": 0.3, ""6"": 0.3}, ""norm"": {""5"": 0.5, ""6"": 0.5}, ""details"": {""5"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.4, ""suma"": 0.3, ""unspent"": 50, ""avg_fuel"": 0.2, ""total_units"": 9}, ""6"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.4, ""suma"": 0.3, ""unspent"": 49, ""avg_fuel"": 0.25, ""total_units"": 17}}, ""allocations"": {""5"": 33, ""6"": 32}}}"
2025-08-25T23:14:16,Polska,COMBO,155,91,64,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 155, ""own_units"": 25, ""low_fuel_ratio"": 0.76, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 108, ""purchase_budget"": 23}"
2025-08-25T23:14:17,Niemcy,ALLOCATE,71,29,42,0,strategic_allocate_KRYZYS_PALIWA,"{""econ"": 71, ""own_units"": 26, ""low_fuel_ratio"": 0.731, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_allocate_KRYZYS_PALIWA"", ""allocation_weights"": {""raw"": {""5"": 0.3, ""6"": 0.3}, ""norm"": {""5"": 0.5, ""6"": 0.5}, ""details"": {""5"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.4, ""suma"": 0.3, ""unspent"": 83, ""avg_fuel"": 0.15, ""total_units"": 9}, ""6"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.4, ""suma"": 0.3, ""unspent"": 81, ""avg_fuel"": 0.25, ""total_units"": 17}}, ""allocations"": {""5"": 21, ""6"": 21}}}"
