timestamp,nation,action,econ_before,econ_after,allocated_total,units_bought,rule,metrics_json
2025-08-19T22:44:58,Polska,PURCHASE,57,31,0,1,default_purchase,"{""econ"": 57, ""own_units"": 25, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""rule"": ""default_purchase""}"
2025-08-19T22:47:02,Polska,ALLOCATE,109,45,64,0,econ>=MIN_ALLOCATE & own_units>=6,"{""econ"": 109, ""own_units"": 26, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""rule"": ""econ>=MIN_ALLOCATE & own_units>=6""}"
2025-08-19T22:55:12,Polska,PURCHASE,52,26,0,1,default_purchase,"{""econ"": 52, ""own_units"": 25, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""rule"": ""default_purchase""}"
2025-08-19T22:57:26,Polska,ALLOCATE,102,42,60,0,econ>=MIN_ALLOCATE & own_units>=6,"{""econ"": 102, ""own_units"": 26, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""rule"": ""econ>=MIN_ALLOCATE & own_units>=6""}"
2025-08-19T23:00:19,Polska,HOLD,2,2,0,0,econ<MIN_BUY,"{""econ"": 2, ""own_units"": 25, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""rule"": ""econ<MIN_BUY""}"
2025-08-19T23:01:51,Polska,ALLOCATE,72,30,42,0,econ>=MIN_ALLOCATE & own_units>=6,"{""econ"": 72, ""own_units"": 25, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""rule"": ""econ>=MIN_ALLOCATE & own_units>=6""}"
2025-08-19T23:06:10,Polska,HOLD,10,10,0,0,econ<MIN_BUY,"{""econ"": 10, ""own_units"": 25, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""low_fuel_ratio"": 0.0, ""low_fuel_trigger"": 0.3, ""rule"": ""econ<MIN_BUY""}"
2025-08-19T23:06:28,Polska,PURCHASE,49,23,0,1,default_purchase,"{""econ"": 49, ""own_units"": 25, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""low_fuel_ratio"": 0.0, ""low_fuel_trigger"": 0.3, ""rule"": ""default_purchase""}"
2025-08-19T23:08:31,Polska,ALLOCATE,150,60,90,0,econ>=MIN_ALLOCATE & own_units>=6,"{""econ"": 150, ""own_units"": 26, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""low_fuel_ratio"": 0.731, ""low_fuel_trigger"": 0.3, ""rule"": ""econ>=MIN_ALLOCATE & own_units>=6""}"
2025-08-19T23:09:01,Polska,ALLOCATE,92,38,54,0,econ>=MIN_ALLOCATE & own_units>=6,"{""econ"": 92, ""own_units"": 26, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""low_fuel_ratio"": 0.731, ""low_fuel_trigger"": 0.3, ""rule"": ""econ>=MIN_ALLOCATE & own_units>=6""}"
2025-08-19T23:11:03,Polska,ALLOCATE,140,56,84,0,econ>=MIN_ALLOCATE & own_units>=6,"{""econ"": 140, ""own_units"": 26, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""low_fuel_ratio"": 0.192, ""low_fuel_trigger"": 0.3, ""rule"": ""econ>=MIN_ALLOCATE & own_units>=6""}"
2025-08-19T23:20:46,Polska,HOLD,23,23,0,0,econ<MIN_BUY,"{""econ"": 23, ""own_units"": 25, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""low_fuel_ratio"": 0.0, ""low_fuel_trigger"": 0.3, ""phase"": ""BUILD"", ""rule"": ""econ<MIN_BUY""}"
2025-08-19T23:23:20,Polska,ALLOCATE,139,56,83,0,low_fuel_allocate,"{""econ"": 139, ""own_units"": 25, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""low_fuel_ratio"": 0.4, ""low_fuel_trigger"": 0.3, ""phase"": ""REGEN"", ""rule"": ""low_fuel_allocate"", ""allocation_weights"": {""2"": 0.7, ""3"": 0.3}}"
2025-08-19T23:25:03,Polska,ALLOCATE,135,54,81,0,econ>=MIN_ALLOCATE & own_units>=6,"{""econ"": 135, ""own_units"": 25, ""min_buy"": 30, ""min_allocate"": 60, ""alloc_ratio"": 0.6, ""low_fuel_ratio"": 0.12, ""low_fuel_trigger"": 0.3, ""phase"": ""BUILD"", ""rule"": ""econ>=MIN_ALLOCATE & own_units>=6"", ""allocation_weights"": {""2"": 0.5, ""3"": 0.3}}"
