timestamp,nation,action,econ_before,econ_after,allocated_total,units_bought,rule,metrics_json
2025-09-14T14:22:18,Polska,HOLD,26,26,0,0,econ<MIN_BUY,"{""econ"": 26, ""own_units"": 20, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""econ<MIN_BUY""}"
2025-09-14T14:22:20,Niemcy,HOLD,2,2,0,0,econ<MIN_BUY,"{""econ"": 2, ""own_units"": 20, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""econ<MIN_BUY""}"
2025-09-14T14:22:22,Polska,COMBO,63,48,15,0,strategic_combo_ROZWÓJ,"{""econ"": 63, ""own_units"": 20, ""low_fuel_ratio"": 0.05, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 25, ""purchase_budget"": 25}"
2025-09-14T14:22:24,Niemcy,COMBO,85,65,20,0,strategic_combo_ROZWÓJ,"{""econ"": 85, ""own_units"": 20, ""low_fuel_ratio"": 0.05, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 34, ""purchase_budget"": 34}"
2025-09-14T14:22:26,Polska,COMBO,150,114,36,0,strategic_combo_ROZWÓJ,"{""econ"": 150, ""own_units"": 20, ""low_fuel_ratio"": 0.15, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 60, ""purchase_budget"": 60}"
2025-09-14T14:22:29,Niemcy,COMBO,217,153,64,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 217, ""own_units"": 20, ""low_fuel_ratio"": 0.4, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 108, ""purchase_budget"": 75}"
2025-09-14T14:22:32,Polska,COMBO,164,125,39,0,strategic_combo_ROZWÓJ,"{""econ"": 164, ""own_units"": 19, ""low_fuel_ratio"": 0.158, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 65, ""purchase_budget"": 65}"
2025-09-14T14:22:35,Niemcy,COMBO,221,155,66,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 221, ""own_units"": 20, ""low_fuel_ratio"": 0.55, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 110, ""purchase_budget"": 77}"
2025-09-14T14:25:00,Polska,PURCHASE,51,51,0,0,strategic_purchase_ROZWÓJ,"{""econ"": 51, ""own_units"": 20, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_purchase_ROZWÓJ""}"
2025-09-14T14:25:03,Niemcy,HOLD,42,42,0,0,econ<MIN_BUY,"{""econ"": 42, ""own_units"": 20, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""econ<MIN_BUY""}"
2025-09-14T14:25:05,Polska,COMBO,162,124,38,0,strategic_combo_ROZWÓJ,"{""econ"": 162, ""own_units"": 20, ""low_fuel_ratio"": 0.05, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 64, ""purchase_budget"": 64}"
2025-09-14T14:25:08,Niemcy,COMBO,134,103,31,0,strategic_combo_ROZWÓJ,"{""econ"": 134, ""own_units"": 20, ""low_fuel_ratio"": 0.05, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 53, ""purchase_budget"": 53}"
2025-09-14T14:25:10,Polska,COMBO,217,153,64,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 217, ""own_units"": 20, ""low_fuel_ratio"": 0.3, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 108, ""purchase_budget"": 75}"
2025-09-14T14:25:14,Niemcy,COMBO,246,173,73,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 246, ""own_units"": 20, ""low_fuel_ratio"": 0.45, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 123, ""purchase_budget"": 86}"
