timestamp,nation,action,econ_before,econ_after,allocated_total,units_bought,rule,metrics_json
2025-08-24T21:46:23,Polska,HOLD,6,6,0,0,econ<MIN_BUY,"{""econ"": 6, ""own_units"": 25, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""econ<MIN_BUY""}"
2025-08-24T21:46:23,Niemcy,COMBO,74,41,17,1,strategic_combo_ROZWÓJ,"{""econ"": 74, ""own_units"": 26, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 29, ""purchase_budget"": 29}"
2025-08-24T21:46:24,Polska,COMBO,99,56,23,1,strategic_combo_ROZWÓJ,"{""econ"": 99, ""own_units"": 25, ""low_fuel_ratio"": 0.12, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 39, ""purchase_budget"": 39}"
2025-08-24T21:46:24,Niemcy,COMBO,126,70,30,1,strategic_combo_ROZWÓJ,"{""econ"": 126, ""own_units"": 26, ""low_fuel_ratio"": 0.154, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 50, ""purchase_budget"": 50}"
2025-08-24T21:46:25,Polska,COMBO,137,80,57,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 137, ""own_units"": 25, ""low_fuel_ratio"": 0.72, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 95, ""purchase_budget"": 20}"
2025-08-24T21:46:25,Niemcy,ALLOCATE,86,35,51,0,strategic_allocate_KRYZYS_PALIWA,"{""econ"": 86, ""own_units"": 26, ""low_fuel_ratio"": 0.615, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_allocate_KRYZYS_PALIWA"", ""allocation_weights"": {""raw"": {""5"": 0.412, ""6"": 0.4}, ""norm"": {""5"": 0.507, ""6"": 0.493}, ""details"": {""5"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.29, ""suma"": 0.412, ""unspent"": 23, ""avg_fuel"": 0.33, ""total_units"": 9}, ""6"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.3, ""suma"": 0.4, ""unspent"": 24, ""avg_fuel"": 0.26, ""total_units"": 17}}, ""allocations"": {""5"": 26, ""6"": 25}}}"
2025-08-24T21:46:26,Polska,COMBO,150,87,63,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 150, ""own_units"": 25, ""low_fuel_ratio"": 0.76, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 105, ""purchase_budget"": 22}"
2025-08-24T21:46:27,Niemcy,ALLOCATE,46,19,27,0,strategic_allocate_KRYZYS_PALIWA,"{""econ"": 46, ""own_units"": 26, ""low_fuel_ratio"": 0.692, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_allocate_KRYZYS_PALIWA"", ""allocation_weights"": {""raw"": {""5"": 0.3, ""6"": 0.3}, ""norm"": {""5"": 0.5, ""6"": 0.5}, ""details"": {""5"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.4, ""suma"": 0.3, ""unspent"": 49, ""avg_fuel"": 0.2, ""total_units"": 9}, ""6"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.4, ""suma"": 0.3, ""unspent"": 49, ""avg_fuel"": 0.26, ""total_units"": 17}}, ""allocations"": {""5"": 14, ""6"": 13}}}"
2025-08-24T21:46:28,Polska,COMBO,160,93,67,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 160, ""own_units"": 25, ""low_fuel_ratio"": 0.76, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 112, ""purchase_budget"": 24}"
2025-08-24T21:46:29,Niemcy,ALLOCATE,56,23,33,0,strategic_allocate_KRYZYS_PALIWA,"{""econ"": 56, ""own_units"": 26, ""low_fuel_ratio"": 0.769, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.7, ""purchase"": 0.15}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_allocate_KRYZYS_PALIWA"", ""allocation_weights"": {""raw"": {""5"": 0.3, ""6"": 0.3}, ""norm"": {""5"": 0.5, ""6"": 0.5}, ""details"": {""5"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.4, ""suma"": 0.3, ""unspent"": 63, ""avg_fuel"": 0.14, ""total_units"": 9}, ""6"": {""baza"": 0.1, ""brak_zaop"": 0.4, ""brak_art"": 0.0, ""niskie_paliwo"": 0.2, ""malo_jednostek"": 0.0, ""kara_niewydane"": 0.4, ""suma"": 0.3, ""unspent"": 62, ""avg_fuel"": 0.26, ""total_units"": 17}}, ""allocations"": {""5"": 17, ""6"": 16}}}"
