timestamp;turn;player_id;player_nation;player_role;action;token_id;target_token_id;from_q;from_r;to_q;to_r;result;vp_pl;vp_de;pe_pl;pe_de
2025-08-22T21:13:50;1;2;Polska;Dowódca;deploy;nowy_AP_Pluton__2_Pluton_PL_20250822211338;;;;24;-12;deployed;0;0;77;0
2025-08-22T21:13:59;1;2;Polska;Dowódca;move;nowy_AP_Pluton__2_Pluton_PL_20250822211338;;24;-12;26;-11;;0;0;77;0
2025-08-22T21:14:08;1;2;Polska;Dowódca;move;P_Kompania__2_Batalion_Strzelc_w_20250703213012;;23;-8;27;-11;OK;0;0;77;0
2025-08-22T21:14:16;1;2;Polska;Dowódca;move;P_Batalion__2_Batalion_Strzelc_w;;24;-8;27;-10;OK;0;0;77;0
2025-08-22T21:14:21;1;2;Polska;Dowódca;move;TL_Kompania__2_Pluton_Tankietek;;23;-7;27;-9;OK;0;0;77;0
2025-08-22T21:14:25;1;2;Polska;Dowódca;move;P_Kompania__2_Batalion_Strzelc_w;;20;-8;25;-8;;0;0;77;0
2025-08-22T21:14:32;1;2;Polska;Dowódca;move;P_Batalion__2_Pu_k_Piechoty;;23;-3;26;0;;0;0;77;0
2025-08-22T21:14:36;1;2;Polska;Dowódca;move;P_Pluton__2_Pu_k_Piechoty_20250703213008;;18;-2;21;1;;0;0;77;0
2025-08-22T21:14:40;1;2;Polska;Dowódca;move;TL_Pluton__2_Pluton_Tankietek_20250703213014;;16;0;22;2;;0;0;77;0
2025-08-22T21:14:45;1;2;Polska;Dowódca;move;AL_Pluton__2_Bateria_Artylerii;;17;-1;25;0;OK;0;0;77;0
2025-08-22T21:14:49;1;2;Polska;Dowódca;move;P_Pluton__2_Pu_k_Piechoty;;21;3;27;3;;0;0;77;0
2025-08-22T21:14:54;1;2;Polska;Dowódca;move;P_Batalion__2_Kompania_Grenadier_w_20250703213005;;20;3;26;3;;0;0;77;0
2025-08-22T21:14:56;1;2;Polska;Dowódca;move_error;TL_Pluton__2_Pluton_Tankietek_20250703213014;;;;;;no_reachable_hex;0;0;77;0
